timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
274003031,274002998,0.0055648996,-0.0071614026,0.008105198
274022029,274021998,-0.052869562,0.014302126,0.008288426
274043031,274042998,0.004487963,0.008935332,-0.014319066
274063035,274063004,-0.0005446706,0.0058918064,0.010046346
274087031,274086998,0.022455983,-0.001376401,-0.0071797054
274107031,274106998,-0.026211087,-0.006258027,0.007553932
274128035,274127998,-0.07897117,0.038855772,-0.0063404157
274147034,274146997,0.027085617,-0.004386946,0.011492374
274167035,274167004,0.0049019293,-0.0060107238,-0.01399623
274192029,274191998,0.007466226,0.016133904,-0.0015918188
274212046,274212012,-0.08067138,0.026142526,0.005831988
274232038,274232004,-0.07227367,0.018623274,0.008452808
274253029,274252998,0.05207028,-0.025529843,0.0139123
274275907,274275874,0.016950412,-0.01969706,0.009210605
274297031,274296998,-0.046995286,0.0057445765,6.7802735e-05
274317040,274317004,-0.10309773,0.05538308,-0.004041253
274337074,274337041,0.046635594,-0.020673105,-0.0031071235
274357031,274356997,0.06139474,-0.03059572,-0.012208329
274380908,274380876,-0.040731426,0.009605916,-0.007808792
274402044,274402004,-0.09432834,0.038392875,0.00064973976
274422035,274422003,-0.10393057,0.046371255,-0.010951486
274447031,274446997,0.0603615,-0.028764736,-0.000430643
274468031,274467998,0.07381125,-0.024758246,0.007497922
274487029,274486997,0.005209679,0.0027386749,-0.010774319
274508031,274507997,-0.043769103,0.010492197,0.013894413
274528029,274527998,-0.09448966,0.035842184,-0.009774172
274552029,274551998,-0.078616686,0.07511388,0.01155448
274572037,274572004,-0.076249436,0.060615413,0.014733889
274592031,274591997,-0.044809718,0.03315453,-0.0025876397
274613074,274613040,0.007764664,-0.0060979174,-0.0047101574
274632031,274631998,0.03111248,-0.023516744,0.001831935
274653031,274652998,0.045328997,-0.008826115,-0.0038770733
274677031,274676998,0.051574413,-0.013216279,-0.007824984
274697029,274696997,0.064119846,-0.013428195,-0.009427299
274718029,274717997,0.04457866,-0.005645357,-0.0067386557
274737031,274736997,0.069323935,-5.0932533e-05,0.00726441
274762037,274762004,0.051533084,-0.026729736,-0.00029139465
274782037,274782004,0.029444207,-0.034770764,-0.00052459846
274802036,274802004,0.020607788,-0.027222184,0.0033189948
274822074,274822041,-0.0036839917,0.0052408297,0.0069679986
274843035,274843004,-0.036230806,0.0064751073,0.0008470198
274867031,274866997,-0.009685498,0.027844733,0.0107154045
274887035,274887004,0.005101331,0.015762,0.005698539
274907031,274906998,0.016971348,0.0060927626,0.0011218662
274928033,274928001,0.043084145,-0.015981048,0.00792592
274947036,274947003,0.03790008,-0.029258888,0.0076666693
274972043,274971997,0.058099795,-0.028656736,0.015570848
274992038,274992004,0.043295283,-0.014157833,0.009925905
275012029,275011997,0.03902735,0.00502692,0.006636525
275033031,275032998,0.05143599,0.01648684,-0.0031208862
275053072,275053040,0.0202487,0.0020571898,-0.008531725
275077031,275076997,0.028213048,0.014491186,0.015381038
275097073,275097040,0.021756297,-0.019934624,-0.0048705004
275117029,275116997,-0.0043653897,-0.038423385,-0.009172794
275137037,275137004,-0.005493967,-0.037615735,-0.007236894
275158031,275157998,0.00938812,-0.02754735,0.006907597
275178037,275178004,0.021868765,-0.0038284,0.002244781
275201282,275201242,0.028495375,-0.012416129,-0.013079541
275222034,275222001,0.043388262,0.0008357917,0.006935812
275243037,275243004,0.027310813,-0.016175937,-0.008444968
275262074,275262041,0.038637742,0.0019207514,-0.0051335916
275287029,275286998,0.031925716,-0.008602891,-0.012260169
275305877,275305843,0.010608141,-0.010412005,-0.0047266725
275327035,275327003,-0.013144986,-0.0046498515,-0.0131114395
275348029,275347997,0.0020609028,0.010969926,0.0125630945
275368029,275367998,0.009556791,0.014930199,-0.010507949
275392029,275391997,0.014228825,-0.0017322361,0.0057988316
275413031,275412998,-0.0038084642,-0.026818745,-0.013126438
275432029,275431997,0.012198835,-0.02605973,-0.007713279
275452031,275451998,-0.0028204387,-0.021735804,0.001604599
275473029,275472998,-0.007916811,-0.015101301,0.008274694
275497029,275496997,0.00680761,-0.04244954,-0.01020223
275518031,275517998,-0.0017435494,-0.039032348,0.0042950707
275537071,275537040,-0.013680536,-0.0075462596,0.00525932
275557037,275557004,-0.020817706,0.007242225,-0.010760109
275577029,275576998,-0.008716908,0.009789123,0.013535364
275602031,275601998,-0.029564751,0.009913583,-0.0063707763
275622029,275621997,-0.012402624,-7.103324e-05,0.013118521
275642037,275642004,0.03817105,0.0063565136,-0.01052873
275662037,275662004,0.029247677,-0.0044741603,-0.0043577184
275683034,275683001,0.029315528,0.0005823629,-0.015734432
275707031,275706998,0.041279506,-0.0049188724,0.0017981885
275727029,275726997,0.029017614,-0.01884326,0.0028491763
275747076,275747043,0.013409779,0.0150894,0.0012674112
275767033,275767001,-0.010077614,0.014321019,0.003045473
275783029,275782998,-0.00081680244,-0.008124636,0.0029781733
275810837,275810804,-0.015258306,-0.005628724,-0.011919845
275830873,275830840,-0.027688485,0.0029612205,0.0011016375
275852029,275851997,-0.03677482,-0.012250088,0.013319252
275872037,275872004,-0.016669933,0.010122289,-0.007840106
275893036,275893003,-0.027956929,-0.0050922255,-7.7662e-05
275917029,275916998,-0.0009324091,0.003753619,0.004087507
275937031,275936998,0.017356265,0.00019364622,-0.004154666
275957037,275957004,0.024628568,-0.019844744,0.010983385
275978071,275978039,0.006068595,-0.056431223,0.007982011
275997031,275996997,0.00084031775,-0.046519715,-0.01245346
276022076,276022043,-0.025423022,-0.045562457,-0.0058968575
276042048,276042015,-0.022278357,-0.021970378,-0.0031955861
276063029,276062998,-0.014747864,0.0145455245,0.013385533
276083036,276083003,-0.01572574,0.0140694585,-0.0114537785
276103031,276102998,0.0026887064,0.014276968,0.009678795
276127037,276127004,-0.02024385,0.010738203,0.008955512
276147037,276147004,-0.0035977033,0.013944097,-0.005479292
276168029,276167998,-0.03519707,-0.010825975,0.0052706297
276188031,276187997,-0.015718706,-0.008392398,-0.014215139
276208037,276208004,-0.03062586,0.01193241,-0.009571365
276232040,276232004,-0.012984663,0.009601304,0.012249052
276252037,276252004,0.0044998247,0.010611878,0.01264771
276273036,276273003,-0.0033207508,0.0026828705,-0.0036131064
276293029,276292997,-0.001694939,-0.019010048,0.0049158386
276313029,276312998,-0.0030550172,0.0012617399,0.0056219697
276337031,276336998,-0.0055819126,-0.0040847436,-0.009392085
276357029,276356998,0.011440618,-0.004485193,0.013301631
276378031,276377998,0.0036903652,-0.023552535,0.009370328
276398029,276397997,0.008798975,-0.013768045,-0.0096545685
276421313,276421281,-0.008289086,-0.012252019,0.0054097916
276443029,276442997,-0.021792782,0.017827759,-0.0031161134
276462072,276462041,-0.010444357,0.022654759,-0.011931238
276487034,276486998,-0.008117315,0.022928061,0.0108391065
276507029,276506997,-0.01240556,0.009751412,0.011736363
276527031,276526997,-0.023900248,-0.005182919,-0.015413938
276547037,276547004,-0.011705167,0.006386292,-0.009202764
276572072,276572041,-0.027240433,0.023657992,0.007843732
276588029,276587997,-0.008670661,-0.0025755865,0.0006291401
276612031,276611998,-0.004562112,-0.021859383,0.0037734534
276632037,276632004,-0.008763502,-0.030734716,0.0070963386
276652037,276652004,0.002694144,-0.014694721,0.008010901
276673033,276673001,-0.01637902,-0.013268089,-0.014110611
276697036,276697003,-0.013903989,0.009095464,0.0058427895
276718037,276718004,-0.030338522,0.005127977,-0.0129501475
276737077,276737044,-0.013347957,0.008732841,0.014032551
276757035,276757004,-0.024225332,0.028909035,0.003446384
276777037,276777004,-0.018303014,0.012829208,0.014935766
276802040,276802004,0.0010753468,0.016255569,0.0032404948
276823029,276822998,-0.014483629,-0.004715527,-0.014008542
276843036,276843003,-0.0006637236,-0.013826906,0.0075895498
276863050,276863016,-0.029204784,-0.0039226897,0.0036801763
276887036,276887004,-0.0132007385,-0.013401584,0.013518461
276907031,276906997,-0.037173588,-0.011619562,0.0047409115
276927037,276927004,-0.022968018,0.0091422405,0.011036917
276947037,276947004,-0.02626114,0.0029206155,0.0053578904
276967038,276967004,-0.00039080513,-0.008072785,0.0133620985
276992031,276991998,-0.0014414936,-0.013241099,-0.0076429355
277013029,277012998,-0.020427614,-0.009947251,0.008112042
277033037,277033004,-0.014977238,-0.0054130256,-0.00464005
277052029,277051997,-0.008178338,-0.002818428,0.0078026056
277073031,277072997,-0.005715447,0.0052941986,0.0073372507
277097029,277096997,-0.010092993,0.002525893,0.013785248
277117029,277116998,-0.008565303,0.014583453,-0.0068384805
277136263,277136225,0.00022993374,0.016428418,0.011655729
277157029,277156997,-0.02943932,0.023641013,0.0067799236
277177074,277177041,-0.020879872,0.00927146,0.0103222495
277198029,277197997,-0.013857199,0.0063673565,0.011962022
277222037,277222004,-0.019645372,-0.0140737165,-0.01262558
277241422,277241389,-0.00545213,0.0015763214,0.008474241
277262031,277261997,0.013218475,-0.0051953197,-0.005618492
277283031,277282998,-0.002426746,0.0040761116,0.00012813282
277302029,277301998,-0.0016845422,0.010082215,-0.00267699
277327033,277326998,0.018144535,0.0008369746,0.0062832194
277347031,277346998,0.0054937317,-0.003505082,-0.011880788
277368031,277367998,0.008062345,-0.0036358123,-0.012044674
277388036,277388004,-0.010070609,-0.011519991,0.0075208074
277412037,277412004,0.010651309,-0.004102329,0.011359697
277433029,277432998,0.0028569358,0.005549486,-0.005345826
277452074,277452041,-0.004766532,0.010429787,0.006622207
277472031,277471997,0.016615834,-0.0021335818,0.00040627894
277492037,277492004,0.008255063,0.027801437,0.013139337
277512031,277511997,-0.0023771052,0.018283542,-0.003063929
277537029,277536998,0.019329065,-0.016325993,0.008816212
277557031,277556998,0.026285797,-0.021838384,0.004307332
277578037,277578004,0.00036324962,0.007186298,-0.014836232
277597031,277596998,0.0012025028,0.0077928263,-0.01104766
277622033,277622001,-0.026136689,0.010294529,0.0059437635
277642037,277642004,-0.02909106,-0.000584277,-0.010099137
277663034,277663001,-0.02366508,0.006380217,0.005403542
277683077,277683039,-0.026768366,0.010147483,0.00015697253
277703029,277702997,-0.013937766,-0.0025956505,0.004979654
277727074,277727041,0.0016835288,-0.0020515441,-0.010232457
277746128,277746093,-0.011470317,0.013024543,-0.0022702052
277768031,277767998,0.00038331322,0.0075302776,0.005662474
277788031,277787998,0.012871819,-0.0013395078,0.005529046
277808036,277808003,0.018834146,-0.009734259,0.001153388
277830957,277830923,0.04288171,-0.0030467694,-0.023124108
277853038,277853004,0.02048679,0.01350523,-0.011274378
277872037,277872004,-0.0022298442,0.0012496024,-0.00072382536
277893031,277892998,-0.013313837,0.015114234,-0.009247901
277913029,277912997,-0.024010416,0.0045480803,-0.011144997
277937037,277937004,0.0018668608,0.015766837,0.0016648424
277957029,277956998,0.02315997,-0.0042356066,-0.020792086
277977031,277976998,0.0038032038,0.01803594,-0.012765149
277998036,277998003,0.030317754,0.020252896,-0.005167957
278018031,278017997,0.00468282,0.017769631,-0.025530845
278037033,278037001,-0.0018403304,-0.0013076428,-0.013191623
278063031,278062998,0.010377198,0.0050759967,-0.015594319
278084031,278083998,-0.0061993534,-0.010021179,-0.0037934917
278104037,278104004,-0.0015249343,-0.012481687,-0.008997347
278123074,278123041,0.004418662,-0.010752595,-0.0019045966
278142031,278141997,-0.024549719,-0.0044377563,0.0013318886
278167078,278167041,-0.004351375,-0.004679953,-0.009536735
278188035,278188003,0.0008628679,-0.010450961,-0.017315567
278208029,278207998,0.008995033,-0.02073817,-0.00090174895
278227037,278227004,0.028359568,-0.0177569,-0.014156006
278248029,278247998,-0.0028290236,-0.029530406,0.004452898
278272029,278271998,-0.00800897,-0.035512418,-0.0037492218
278293035,278293004,-0.013221803,-0.052434556,0.009528729
278313029,278312998,-0.013953061,-0.016971955,0.013753747
278332077,278332044,0.010655218,-0.024787795,-0.0074582654
278357029,278356998,0.023420043,-0.0034590885,-0.0058199265
278378036,278378003,0.013079681,0.011202013,-0.00051253283
278398073,278398039,0.016068675,0.015807815,-0.0015032677
278417029,278416997,0.0319381,0.03913449,-0.0044331984
278437031,278436998,0.028809458,0.020875726,-0.007078929
278461219,278461186,0.040111948,0.021740634,0.0034922396
278482029,278481998,0.029778372,0.016413758,0.009801512
278502041,278502008,0.015138668,0.0003416785,-0.0076547503
278523031,278522998,0.008366232,-0.00031582496,-0.0073307753
278542035,278542004,-0.0025756732,-0.016056957,0.006887204
278567029,278566998,-0.0010328111,-0.004219488,0.005618795
278588031,278587997,-0.030927207,-0.004624901,-0.0021135875
278607071,278607040,-0.01940343,-0.006335126,0.012729757
278627029,278626997,-0.015527934,-0.013531656,0.0039836997
278647047,278647004,-0.0075860824,-0.009113739,-0.007160774
278672029,278671998,0.0024967492,0.019189728,0.0005921088
278692037,278692004,0.014182882,0.009882729,-0.0008781386
278713031,278712998,0.008536484,0.020363173,0.006203603
278732031,278731997,0.0052367556,0.0061999555,0.014419687
278752037,278752004,-0.01569598,-0.0036957487,0.007398554
278777037,278777004,-0.016718937,-0.018730562,0.012814377
278797031,278796998,-0.005732583,-0.02071403,0.003921689
278818037,278818004,0.011492221,0.0034010338,-0.0016164011
278838076,278838043,-0.015772615,-0.004842443,-0.0012809406
278857031,278856998,-0.02085258,-0.004930383,0.005816571
278878029,278877998,-0.00110563,0.015676057,-0.007922462
278903035,278903003,0.0015271223,0.0114138,-0.0028937105
278922035,278922001,-0.0131641915,-0.013801605,0.006163502
278943031,278942998,-0.010522184,0.0026297271,0.0029358247
278962040,278962000,-0.006834395,0.002113271,0.013626913
278983035,278983004,0.0129943015,0.009241371,0.0024050563
279007034,279007001,0.013970905,-0.00320364,-0.0036810336
279028031,279027998,-0.0025162497,-0.0050889817,-0.007560376
279048035,279048003,0.0048199063,0.0035581144,0.003676694
279067031,279066998,-0.02449599,0.005332511,0.0042886497
279092037,279092004,0.0021363082,-0.011201019,-0.007922271
279112035,279112004,-0.002537365,-0.0039042938,0.0077341194
279133033,279133001,0.0005958865,-0.026218753,-0.01702392
279152035,279152004,0.001671146,-0.005625155,-0.00036363004
279172037,279172004,0.003450865,-0.012925694,-0.00842864
279192031,279191998,0.006829347,-0.0055721123,0.007473875
279218031,279217998,0.005606219,0.008616451,-0.011185774
279234085,279234053,-0.007989965,0.030787587,-0.012132039
279258029,279257998,0.0019792828,0.043781392,0.010552593
279277029,279276998,-0.0060124784,0.038573045,-0.005280309
279302037,279302004,0.0028954027,0.02983542,0.006252975
279323031,279322998,0.002906034,-0.00981579,0.0054461583
279342033,279341998,0.008346839,-0.032658167,-0.01439301
279362029,279361998,0.0031329014,-0.0427343,-0.008224118
279382037,279382004,-0.039114688,-0.04252925,-0.0067573027
279407029,279406998,-0.032361772,-0.032556005,-0.0063635563
279427031,279426998,-0.0040215272,-0.009265997,0.0059094485
279448035,279448003,0.0022531282,-0.006205707,0.011020589
279468037,279468004,0.019044505,0.019617835,-0.010261703
279488036,279488003,0.032670677,0.032616127,0.014658208
279512040,279512007,0.025979945,0.0073281946,0.014456315
279533031,279532998,0.0273142,0.008294211,0.0062785675
279553071,279553039,0.0077392226,0.02034785,0.004438004
279572038,279572004,0.013299044,-0.001637359,-0.0002567116
279590733,279590701,0.017905513,0.007508857,0.0076830457
279612031,279611998,0.014094116,0.01249914,0.01895618
279638036,279638003,-0.00025047222,0.01006549,-0.0015515313
279658031,279657998,0.0023351815,-0.00387397,0.0039737932
279678029,279677998,0.005180204,-0.011981879,-0.00031244155
279697029,279696997,0.00024736227,0.0030990215,0.002509183
279717040,279717007,0.014828197,0.0025735605,-0.007871273
279743029,279742997,0.016515745,0.016973976,-0.0022720299
279763029,279762998,-0.0022894656,0.0057820566,-0.0055943653
279783029,279782998,0.006643727,0.0028509926,0.010118294
279802031,279801998,-0.023380194,0.02107974,0.0154668735
279827031,279826998,-0.021448432,-0.007051858,0.013900209
279847035,279847004,-0.009983029,-0.004560486,0.0050591007
279867035,279867004,0.0017468604,0.002669357,0.01331311
279887037,279887004,0.0064346967,-0.0029244826,-0.0060452996
279908037,279908004,0.028622815,0.014128809,-0.0010513474
279927071,279927040,0.017870823,-0.0005004884,-0.0014653421
279952037,279952004,0.008632033,0.01859681,0.010694121
279972031,279971998,0.00094111974,0.023581492,0.009325144
279991173,279991140,0.021585504,0.039604835,-0.009400709
280013029,280012997,0.037708864,0.014155387,0.00017020572
280033031,280032998,0.0098441,0.0127417585,0.010980582
280058034,280058001,0.0008146252,0.00013112146,0.0049049566
280078029,280077998,-0.009576039,-0.00039676242,-0.007480867
280096280,280096241,-0.026058225,-0.005873204,-0.015033465
280117029,280116998,-0.03447655,-0.0062617003,0.0056262854
280142029,280141998,-0.04023863,0.00022408819,0.0007957124
280162040,280162007,0.0055462327,0.039110314,-0.013516698
280182038,280182004,0.026634868,0.019635608,-0.012358855
280202031,280201997,0.044052664,0.017481903,-0.0071719135
280222037,280222004,0.017662715,0.018996522,-0.0029357125
280243031,280242998,0.025067165,0.019027136,-0.009107025
280268031,280267998,0.0051759044,-0.0113224555,0.0021476028
280287054,280287020,-0.015496952,0.00014844525,0.0060353964
280307037,280307004,0.017966587,-0.017822424,-0.009879061
280328036,280328003,0.00989878,-0.024101485,-0.016296009
280352029,280351998,0.01248402,-0.010730165,-6.9273454e-05
280373036,280373003,0.007562817,-0.00088107644,-0.0024534375
280392035,280392004,-0.009880652,-0.009222248,-0.0014118776
280412074,280412040,-0.0037990098,-0.014024774,0.0101195425
280433037,280433004,-0.006603856,-0.00976236,-0.004372051
280452029,280451998,-0.022711864,-0.023284014,-0.01263609
280477031,280476998,0.006372573,-0.0005341439,0.005436725
280497166,280497133,0.0027288687,0.00042405858,-0.015807541
280518031,280517998,-0.015236684,0.022017123,-0.010558087
280538029,280537997,0.013485927,0.019618763,0.006374486
280557029,280556998,0.009619537,0.009899324,-0.012815608
280582029,280581998,-0.0031650309,0.022371579,0.004673991
280601461,280601427,-0.003983243,0.016307613,0.012151441
280623029,280622998,-0.0039022618,0.008435731,0.007141887
280643073,280643039,-0.00081319653,0.014012672,0.005013952
280667037,280667004,0.011952912,-0.0034646562,-0.001144791
280688029,280687998,-0.0052657956,-0.025386937,0.008372823
280706663,280706630,1.8861683e-05,-0.011957777,-0.0012281891
280727029,280726997,0.0073607145,-0.026076436,-0.013379332
280747037,280747004,0.012655188,-3.604262e-06,0.01239616
280772031,280771998,-0.018146703,-0.021613156,-0.0015519756
280793031,280792998,-0.017274776,-0.019728988,-0.006136078
280811091,280811059,-0.020836145,-0.013371962,0.012860575
280832029,280831997,-0.004638534,0.016807968,-0.010328436
280853036,280853003,0.010252398,0.019565644,-0.011732648
280872031,280871998,0.009425435,0.009814004,0.014233071
280897073,280897039,0.016811622,0.019800615,-0.00041723892
280917033,280917001,0.0294658,-0.0010356903,-0.00976056
280938037,280938004,0.03068397,0.0004651905,0.00807511
280957031,280956997,0.010906216,-0.022698967,0.008855045
280977038,280977004,0.032800388,-0.028889537,0.0042854142
281002042,281002004,0.033840198,-0.0125137195,-0.012834402
281023031,281022998,-0.009104048,-0.026162563,0.0060532265
281043038,281043004,0.004533761,-0.017839419,0.00012453894
281063073,281063039,-0.0141069805,-0.0028824308,0.015063818
281082031,281081998,-0.03431953,-0.012006851,3.924042e-05
281107073,281107039,-0.037042715,0.012529577,-0.0085275415
281128031,281127998,-0.023201203,-0.0029457884,-0.0047384715
281148037,281148004,-0.01635051,-0.0011160418,0.00809072
281167037,281167004,-0.007033095,-0.012412598,-0.01361726
281187031,281186998,-0.016352866,-0.010493439,-0.011031065
281211638,281211605,0.01277459,0.00857184,0.013049918
281232031,281231998,0.011757661,0.011265892,0.014253942
281253031,281252998,0.016569791,-0.0058109933,0.010283391
281272076,281272039,0.0072457343,-0.006731648,0.004310982
281297031,281296998,-0.0048604305,-0.0065534003,-0.0022275252
281316669,281316637,-0.03403533,0.010773532,0.011947596
281337031,281336998,-0.013651966,0.008636393,0.0009953608
281358037,281358004,-0.022725802,0.006665479,0.011607817
281377031,281376998,-0.0033843694,-0.006681919,-0.010850144
281402037,281402004,0.020469325,-0.0024474317,0.008159171
281422047,281422015,0.0016441304,-0.029515674,0.006372719
281443031,281442998,0.006826772,-0.014769716,0.004102001
281462037,281462004,0.011977527,0.0018417095,-0.010978591
281482035,281482004,-0.00552277,-0.0013655672,0.0046102535
281504031,281503997,0.008209452,0.0031714842,0.00010804482
281526106,281526073,-0.013145514,0.0060077086,0.012581166
281547073,281547039,-0.019445466,0.016720423,0.0083844485
281567033,281567001,-0.021045225,0.012497262,0.009591797
281587037,281587004,-0.023548575,-0.0031039438,-0.012014929
281612037,281612004,-0.0038200687,-0.026761131,-0.0022689132
281632031,281631998,-0.02318613,-0.042890195,0.011279604
281652038,281652004,-0.008795872,-0.037008625,-0.005826126
281672029,281671997,-0.0013131022,-0.021648902,-0.0041058525
281692031,281691998,-0.0074746576,-0.0096041905,-0.014098448
281712074,281712040,0.010192185,-0.009554802,0.0054684975
281737029,281736998,-0.0013066443,0.01160493,-0.006682981
281757037,281757004,-0.0068989946,-0.0068734214,-0.011044618
281777038,281777004,0.008727097,-0.029222967,0.015063033
281798033,281798001,-0.0073113027,-0.038563143,-0.0035870925
281822077,281822044,-0.019050723,-0.026379056,-0.004458888
281843033,281842998,-0.0010579008,-0.022406256,0.0029681458
281863031,281862998,0.00012668749,0.015655499,-0.0132077625
281882037,281882004,0.01918643,0.015212752,0.004777006
281902035,281902004,0.013676895,0.021112654,0.0053937826
281927029,281926998,0.030631043,0.045039248,0.009520228
